item_id,timestamp,target,volume_demand,volume_production,price_lag_1d,price_lag_7d,price_lag_30d,month_sin,month_cos,Fill_Level,Avg_Temp,day_of_week_1,day_of_week_2,day_of_week_3,day_of_week_4,day_of_week_5,day_of_week_6,is_weekend_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,year_2017,year_2018,season_Spring,season_Summer,season_Winter
229,2016-09-14,23.76875,-1.068008661468803,-0.5931599569679495,-0.8086572110553002,-0.8654453769253211,-1.1819009781322285,-0.8660254037844384,-0.5000000000000004,1.2070588785147953,1.5823085045627125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
230,2016-09-15,23.3025,-1.0567018632268361,-0.6278030150112868,-0.8027879957164386,-0.8086409662058405,-1.116825071927169,-0.8660254037844384,-0.5000000000000004,1.1947295472978805,1.455464309979132,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
231,2016-09-16,23.275833333333335,-1.0635318581039632,-0.7023325457566297,-0.8545017907100294,-0.8574579908026481,-1.0819540196430384,-0.8660254037844384,-0.5000000000000004,1.1824002160809663,1.455464309979132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
232,2016-09-17,23.64625,-1.2991379839073791,-0.9331993105785699,-0.8574595055264632,-0.8333548785618758,-1.0746787641305218,-0.8660254037844384,-0.5000000000000004,1.1700708848640515,1.455464309979132,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
233,2016-09-18,23.00375,-1.3589434852684417,-1.1930744191837868,-0.8163749981544332,-0.829220231627786,-0.9850175117107515,-0.8660254037844384,-0.5000000000000004,1.1577415536471367,1.455464309979132,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
234,2016-09-19,24.042916666666667,-0.9147642385954482,-0.684802323614218,-0.8876374395128929,-0.7937468403182681,-1.0158244557430618,-0.8660254037844384,-0.5000000000000004,1.145412222430222,1.455464309979132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
235,2016-09-20,24.04375,-0.8711441032457296,-0.62383784571717,-0.7723789902599751,-0.7982103796221148,-1.230870973857856,-0.8660254037844384,-0.5000000000000004,1.1840613783680303,1.455464309979132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
236,2016-09-21,24.350416666666664,-0.8941020692192656,-0.3983710153944549,-0.7722865616719617,-0.7922433323422353,-0.9650983638592412,-0.8660254037844384,-0.5000000000000004,1.2227105343058395,1.455464309979132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
237,2016-09-22,24.049583333333334,-0.884861487914917,-0.6869675147419264,-0.7382728412829693,-0.8448191268791245,-0.9065952747034197,-0.8660254037844384,-0.5000000000000004,1.261359690243648,1.455464309979132,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
238,2016-09-23,24.007916666666663,-0.8549013423194521,-0.6405593820167025,-0.7716395615558665,-0.8478261428311894,-0.8869269977316508,-0.8660254037844384,-0.5000000000000004,1.3000088461814565,1.455464309979132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
239,2016-09-24,23.854583333333338,-1.042123554833641,-0.6753328732605045,-0.7762609909565454,-0.8060568118720348,-0.8966607878656384,-0.8660254037844384,-0.5000000000000004,1.338658002119265,1.455464309979132,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
240,2016-09-25,22.472916666666663,-1.2632087671587953,-1.3309944853548146,-0.7932678511510408,-0.8785071024671042,-0.943423119849537,-0.8660254037844384,-0.5000000000000004,1.3773071580570742,1.455464309979132,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
241,2016-09-26,24.175833333333333,-0.9038592047580187,-0.2486858745415407,-0.9465144500775353,-0.7613274495850657,-0.9657506281465701,-0.8660254037844384,-0.5000000000000004,1.4159563139948825,1.455464309979132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
242,2016-09-27,23.447916666666668,-0.7077981753440187,-0.4776744012767939,-0.7576366304718113,-0.7612334803365638,-1.121290573586575,-0.8660254037844384,-0.5000000000000004,1.404667478079323,1.455464309979132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
243,2016-09-28,21.562083333333337,-0.7811488766294671,-1.107901539280551,-0.8383730021016618,-0.7266527968878148,-0.8285744311036751,-0.8660254037844384,-0.5000000000000004,1.393378642163763,1.455464309979132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
244,2016-09-29,20.812916666666663,-0.6828887822627316,-1.036319798865703,-1.047538896776363,-0.7605756955970493,-0.7695194260124218,-0.8660254037844384,-0.5000000000000004,1.3820898062482034,1.455464309979132,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
245,2016-09-30,22.65041666666667,-0.7312153006370257,-0.5930034371273923,-1.1306321974005602,-0.7652741580221516,-0.7904922315588481,-0.8660254037844384,-0.5000000000000004,1.370800970332643,1.455464309979132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
246,2016-10-01,24.22375,-0.8404378237561243,-0.36216275894554517,-0.926827160830645,-0.7825644997465253,-0.856973014690463,-1.0,-1.8369701987210294e-16,1.3595121344170833,1.455464309979132,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
247,2016-10-02,24.46625,-0.9480532892570757,-0.5999424833920968,-0.7523219866610313,-0.9383655137629013,-0.874483802096451,-1.0,-1.8369701987210294e-16,1.3482232985015234,-0.4471986087745752,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
248,2016-10-03,25.78625,-0.5702799591625362,-0.4424052638712271,-0.7254252675490834,-0.746339354448991,-0.8691151652699732,-1.0,-1.8369701987210294e-16,1.3369344625859638,-0.4471986087745752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
249,2016-10-04,25.80125,-0.5142625221871078,-0.6049772049300217,-0.5790183841355937,-0.828421493015519,-0.9513004654734336,-1.0,-1.8369701987210294e-16,1.3135884530007955,0.3138665587269077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
250,2016-10-05,26.260833333333338,-0.41221436343473883,-0.39897100811659086,-0.5773546695513494,-1.0410739023756255,-0.884568811462077,-1.0,-1.8369701987210294e-16,1.2902424434156272,0.3138665587269077,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
251,2016-10-06,26.870833333333337,-0.38512396358596623,-0.4777004879168864,-0.5263803032618668,-1.1255522567789562,-0.8451319091666434,-1.0,-1.8369701987210294e-16,1.266896433830459,0.3138665587269077,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
252,2016-10-07,27.428749999999997,-0.5091543747579957,-0.19593868827374827,-0.45872257683593604,-0.918350063831967,-0.8532099514943339,-1.0,-1.8369701987210294e-16,1.2435504242452897,0.3138665587269077,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
253,2016-10-08,28.245416666666667,-0.7051006143421279,-0.2986678769594882,-0.39684163716085386,-0.7409361226601241,-0.7925493727727319,-1.0,-1.8369701987210294e-16,1.2202044146601214,0.3138665587269077,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
254,2016-10-09,28.739166666666662,-0.6339883147390993,-0.08689653268553227,-0.30626162090755804,-0.7135910713460317,-0.8446803415831079,-1.0,-1.8369701987210294e-16,1.1968584050749531,0.3138665587269077,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
255,2016-10-10,29.12708333333333,-0.2927181505424825,0.18221324651256185,-0.2514976825095203,-0.5647437817188072,-0.8189409893215843,-1.0,-1.8369701987210294e-16,1.1735123954897848,0.3138665587269077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
256,2016-10-11,29.39625,-0.17746916135533058,0.3290288569552601,-0.20847217478920474,-0.5630523352457706,-0.8145256618381258,-1.0,-1.8369701987210294e-16,1.1505979400716992,0.060178169559746746,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
257,2016-10-12,29.572083333333335,-0.10566812277309587,0.4162625814258331,-0.17861774086082263,-0.5112282946968973,-0.776644158997093,-1.0,-1.8369701987210294e-16,1.1276834846536137,0.060178169559746746,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
258,2016-10-13,29.74416666666667,-0.0566528654195957,0.21122159029583878,-0.15911530878995966,-0.4424428047934073,-0.7814107057121898,-1.0,-1.8369701987210294e-16,1.104769029235528,0.060178169559746746,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
259,2016-10-14,29.30875,0.09085206596037448,-0.12571345314372967,-0.14002880536515816,-0.3795303929212952,-0.7750385853667443,-1.0,-1.8369701987210294e-16,1.0818545738174432,0.060178169559746746,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
260,2016-10-15,29.843333333333337,-0.17792832067480152,-0.008845305527651294,-0.188322742602247,-0.28744052938929987,-0.8311834882529916,-1.0,-1.8369701987210294e-16,1.0589401183993574,0.060178169559746746,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
261,2016-10-16,30.752916666666668,-0.28628992006989257,0.6059385415411241,-0.12902980339154346,-0.23176374965184432,-0.8343946355136881,-1.0,-1.8369701987210294e-16,1.0360256629812719,0.1870223641433272,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
262,2016-10-17,30.834999999999997,-0.08873662286761308,0.5460697025279769,-0.028143999574735713,-0.18802106447414646,-0.7897897930955708,-1.0,-1.8369701987210294e-16,1.0131112075631863,0.1870223641433272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
263,2016-10-18,32.093333333333334,-0.19285099855759968,0.5931039146154298,-0.019039783655399788,-0.1576689972079889,-0.8671583724079861,-1.0,-1.8369701987210294e-16,0.9987808249956027,-0.5740428033581556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
264,2016-10-19,32.79833333333333,-0.21862131536289436,0.5097049262385099,0.12052738424508633,-0.137841485774059,-0.7420239775927046,-1.0,-1.8369701987210294e-16,0.9844504424280199,0.3138665587269077,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
265,2016-10-20,33.742916666666666,-0.08357108052356742,0.6779376681974579,0.1987219697045636,-0.11843683595838865,-0.7419236292408079,-1.0,-1.8369701987210294e-16,0.9701200598604364,0.3138665587269077,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
266,2016-10-21,33.2025,0.004530113899878274,0.5151831206580135,0.3034897742179416,-0.1675357683007025,-0.704995435742794,-1.0,-1.8369701987210294e-16,0.9557896772928535,0.3138665587269077,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
267,2016-10-22,33.55041666666667,-0.17517336475797718,0.7116155205573592,0.24354983489114368,-0.10725449538664616,-0.7412211907775302,-1.0,-1.8369701987210294e-16,0.9414592947252699,-1.0814195816924776,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
268,2016-10-23,33.78541666666667,-0.17614907831185203,0.6908244684033379,0.2821387703868082,-0.004687060646674603,-0.7462386083723697,-1.0,-1.8369701987210294e-16,0.9271289121576871,-1.0814195816924776,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
269,2016-10-24,35.0325,0.1312006911588649,1.060341725318907,0.30820363220663394,0.004568910330775502,-0.7647027051213758,-1.0,-1.8369701987210294e-16,0.9127985295901035,-0.9545753871088971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
270,2016-10-25,35.48458333333333,0.2111518076617048,1.1697230072283298,0.446523014168936,0.14646247556884967,-0.9310802725662338,-1.0,-1.8369701987210294e-16,0.8931219083645534,-0.9545753871088971,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
271,2016-10-26,35.23375,0.07845476433466489,0.8598137229249797,0.4966655231662961,0.22596045980157164,-0.7260184154651687,-1.0,-1.8369701987210294e-16,0.8734452871390026,-0.9545753871088971,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
272,2016-10-27,34.660000000000004,-0.13746490564644384,0.2952988313151732,0.46884451817421263,0.33247460297862913,-0.8136727008470036,-1.0,-1.8369701987210294e-16,0.8537686659134525,-0.9545753871088971,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
273,2016-10-28,33.114583333333336,-0.12707642604341823,-0.4730831526204476,0.40520743532687226,0.27153554532505914,-1.0407610211894107,-1.0,-1.8369701987210294e-16,0.8340920446879017,-0.9545753871088971,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
274,2016-10-29,32.98041666666666,-0.29639142509824873,-0.8411917309710014,0.2337986188557126,0.3107677065746594,-1.1309741895446146,-1.0,-1.8369701987210294e-16,0.8144154234623515,0.3138665587269077,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
275,2016-10-30,35.69413043478261,-0.19306311019974665,0.18270208746386787,0.21891761618552769,0.3372670346522334,-0.9097060736122196,-1.0,-1.8369701987210294e-16,0.7947388022368007,0.3138665587269077,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
276,2016-10-31,37.10333333333333,0.07931568805867249,1.033263792902503,0.5199072944174465,0.4778920150355292,-0.720248385231104,-1.0,-1.8369701987210294e-16,0.7750621810112506,-0.4471986087745752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
277,2016-11-01,34.961666666666666,0.0919999642590515,0.2779512156534118,0.6762080553826494,0.5288703323478836,-0.6910470148291418,-0.866025403784439,0.4999999999999993,0.7447941175458543,0.1870223641433272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
278,2016-11-02,37.17166666666667,0.42196333021370214,0.6960417964219131,0.4386665841877829,0.500585588548771,-0.5320952254246463,-0.866025403784439,0.4999999999999993,0.7145260540804581,0.1870223641433272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
279,2016-11-03,38.68625,0.78073894346514,1.2930606415874408,0.683787199599762,0.43588776095511983,-0.5302889550905042,-0.866025403784439,0.4999999999999993,0.6842579906150619,0.1870223641433272,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
280,2016-11-04,38.584583333333335,0.6947039659793132,1.2776695239326452,0.8517761583144197,0.26162178960809457,-0.47494683901943086,-0.866025403784439,0.4999999999999993,0.6539899271496664,-0.4471986087745752,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
281,2016-11-05,38.77375,0.44428995212296574,0.9130304687144438,0.8404998705767646,0.24649274059926618,-0.4014918454309898,-0.866025403784439,0.4999999999999993,0.6237218636842702,-0.4471986087745752,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
282,2016-11-06,35.876666666666665,0.6444260204972687,-0.0008367070191391732,0.861481160055844,0.5524995127266454,-0.3343086238360981,-0.866025403784439,0.4999999999999993,0.5934538002188738,-0.4471986087745752,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
283,2016-11-07,41.24583333333333,1.344758772519992,1.0148205383568403,0.5401531738266792,0.7114055975630877,-0.23596723897725577,-0.866025403784439,0.4999999999999993,0.5631857367534776,-2.3498615275282826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
284,2016-11-08,40.96208333333333,1.6697287808753984,1.6030742724511622,1.1356705663980895,0.4699046289128562,-0.1765108404784157,-0.866025403784439,0.4999999999999993,0.5527170143834775,-2.3498615275282826,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
285,2016-11-09,44.04708333333334,1.5684841509321035,1.4265198923025875,1.1041986321794701,0.7191110759402548,-0.1297986826704655,-0.866025403784439,0.4999999999999993,0.5422482920134781,-2.3498615275282826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
286,2016-11-10,39.860416666666666,1.457138015960453,1.459076019138495,1.4463692650056952,0.8899001850927047,-0.09738616500780634,-0.866025403784439,0.4999999999999993,0.5317795696434781,-2.3498615275282826,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
287,2016-11-11,40.31375,1.4637384311778439,1.539005484383063,0.982008038825535,0.8784359367754564,-0.07621266275758587,-0.866025403784439,0.4999999999999993,0.5213108472734779,-2.3498615275282826,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
288,2016-11-12,37.547916666666666,0.9721509847694982,0.9270650810844105,1.0322891907049152,0.8997669561854184,-0.055490728090901345,-0.866025403784439,0.4999999999999993,0.5108421249034778,-2.3498615275282826,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
289,2016-11-13,37.147083333333335,0.3778266406295782,0.44730568313635366,0.7255187070878872,0.5730828637680913,-0.1079227419569678,-0.866025403784439,0.4999999999999993,0.5003734025334784,-2.3498615275282826,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
290,2016-11-14,36.47166666666667,0.6461478679452839,0.5430697389172962,0.6810605562533619,1.1785267318667068,-0.043549274215184564,-0.866025403784439,0.4999999999999993,0.4899046801634783,-2.3498615275282826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
291,2016-11-15,36.13583333333333,0.38127033552560863,0.41180176596995155,0.6061471856683665,1.1465302027517639,0.06598095188014767,-0.866025403784439,0.4999999999999993,0.4811468612494279,0.1870223641433272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
292,2016-11-16,35.981249999999996,0.510351499211816,0.38675859148079195,0.5688984646988983,1.4944043607063007,0.07586526454197982,-0.866025403784439,0.4999999999999993,0.47238904233537826,0.1870223641433272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
293,2016-11-17,35.07,0.6534944170568151,0.34045480531593914,0.5517529616223814,1.0223028562320728,0.2273912759061142,-0.866025403784439,0.4999999999999993,0.4636312234213279,0.1870223641433272,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
294,2016-11-18,33.90208333333333,0.6338653561494416,0.023163001866305835,0.45068230062954673,1.07342212741718,0.3122859816107877,-0.866025403784439,0.4999999999999993,0.4548734045072775,0.1870223641433272,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
295,2016-11-19,34.74666666666666,0.4875083230681478,0.028902062686737864,0.3211436345285325,0.7615381916389238,0.42603083848578505,-0.866025403784439,0.4999999999999993,0.4461155855932271,0.1870223641433272,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
296,2016-11-20,33.57375,0.5496670159414973,-0.5476909432860692,0.41482000848028233,0.7163389831094449,0.360954932280725,-0.866025403784439,0.4999999999999993,0.4373577666791775,-1.3351079708596385,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
297,2016-11-21,36.61708333333333,0.8372729346749734,0.6035646572926723,0.28472677085118725,0.6401769071985454,0.40285036919763,-0.866025403784439,0.4999999999999993,0.4285999477651271,-1.3351079708596385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
298,2016-11-22,36.06333333333333,0.5582188582666391,0.7882319825101319,0.6222759742767333,0.6023073000522242,0.4311486044325212,-0.866025403784439,0.4999999999999993,0.40503826818181843,-1.3351079708596385,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
299,2016-11-23,36.26208333333333,0.36284656783184577,0.9059870758893677,0.5608571775417182,0.5848760044550965,0.5813199130460481,-0.866025403784439,0.4999999999999993,0.3814765885985098,-1.3351079708596385,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
300,2016-11-24,36.02,0.7118650455445311,1.151175406122296,0.5829013957829535,0.482120631218121,0.63575889395005,-0.866025403784439,0.4999999999999993,0.3579149090152012,-0.9545753871088971,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
301,2016-11-25,35.64875,0.45485061647079283,1.0473244919125622,0.5560508909650131,0.3504227294425176,0.60555404002912,-0.866025403784439,0.4999999999999993,0.33435322943189183,-0.9545753871088971,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
302,2016-11-26,32.64541666666667,0.08442383548778452,-0.40669265358408213,0.5148739550049688,0.44566056279933064,0.5364641997481892,-0.866025403784439,0.4999999999999993,0.3107915498485832,-0.9545753871088971,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
303,2016-11-27,33.13666666666666,0.3325994476617121,-0.17843455277142903,0.18176132380407456,0.3133988455327156,0.3503681811556152,-0.866025403784439,0.4999999999999993,0.2872298702652745,-0.9545753871088971,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
304,2016-11-28,36.263333333333335,1.1990330835029714,1.1985226578908634,0.23624797643807147,0.6565745410621501,0.3342120965002333,-0.866025403784439,0.4999999999999993,0.2636681906819659,-0.9545753871088971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
305,2016-11-29,34.235,1.0563493249774425,0.9640298500960135,0.5830400386649744,0.5941319754325474,0.6609921414802679,-0.866025403784439,0.4999999999999993,0.265522588575607,-0.3203544141909947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
306,2016-11-30,33.02583333333333,1.0771262841834937,0.37230659286933904,0.35806885543995276,0.6165436412002825,0.83068556750954,-0.866025403784439,0.4999999999999993,0.2673769864692481,-0.3203544141909947,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
307,2016-12-01,32.43958333333333,0.8199970652798869,-0.03334066057486054,0.22395497423226723,0.5892455745104419,0.5727903031348222,-0.5000000000000004,0.8660254037844384,0.26923138436288924,0.1870223641433272,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
308,2016-12-02,34.657916666666665,1.1353247279264083,1.2559393527352802,0.15893146256472307,0.5473822743027846,0.8389141323650761,-0.5000000000000004,0.8660254037844384,0.27108578225653035,0.1870223641433272,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
309,2016-12-03,34.919583333333335,0.9257184985880216,1.5143014362151104,0.4049763638568378,0.20871710270144855,1.0212972619374692,-0.5000000000000004,0.8660254037844384,0.27294018015017146,0.1870223641433272,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
310,2016-12-04,34.16291666666667,0.5043824280586969,1.274147827520107,0.4339989404930981,0.26411197469339787,1.0090547630060624,-0.5000000000000004,0.8660254037844384,0.2747945780438126,0.1870223641433272,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
311,2016-12-05,33.556666666666665,0.6608983610832805,0.9995598539025087,0.3500737825767794,0.6166845950730362,1.0318338388866306,-0.5000000000000004,0.8660254037844384,0.2766489759374537,0.1870223641433272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
312,2016-12-06,33.35208333333333,0.9637713271891579,1.4518239331926754,0.2828319847969093,0.3879634442190812,0.6829727935174836,-0.5000000000000004,0.8660254037844384,0.25010255850749097,-0.5740428033581556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
313,2016-12-07,31.365416666666665,0.7685712214991661,0.7383543266525555,0.2601407664395788,0.25161406464262726,1.3295172247884206,-0.5000000000000004,0.8660254037844384,0.22355614107752822,-0.5740428033581556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
314,2016-12-08,29.93166666666667,0.3847714253365733,0.3680544705342009,0.03979101261523552,0.18550669832144523,1.2953486109675683,-0.5000000000000004,0.8660254037844384,0.19700972364756547,-0.5740428033581556,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
315,2016-12-09,29.52208333333333,0.49870033148024673,0.4595403173399121,-0.11923237306210564,0.43565283783386416,1.6668382096894394,-0.5000000000000004,0.8660254037844384,0.17046330621760347,-0.5740428033581556,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
316,2016-12-10,29.527083333333337,0.2922508224632217,0.11099671905901422,-0.16466102407077415,0.46515918186350375,1.1626880897600285,-0.5000000000000004,0.8660254037844384,0.14391688878764072,-0.5740428033581556,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
317,2016-12-11,29.62708333333333,0.4555393554499989,-0.009132258568673295,-0.16410645254269207,0.37983510422365524,1.2172775931918753,-0.5000000000000004,0.8660254037844384,0.11737047135767797,-0.5740428033581556,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
318,2016-12-12,31.330416666666665,1.0526760504216777,1.3821204308645147,-0.15301502198106468,0.31147247593842403,0.884221413246471,-0.5000000000000004,0.8660254037844384,0.09082405392771523,-0.5740428033581556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
319,2016-12-13,31.852500000000003,0.9218730392874538,1.5304229797925069,0.03590901191866571,0.2884030254311744,0.8359538559841212,-0.5000000000000004,0.8660254037844384,0.08120446524701645,-0.5740428033581556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
320,2016-12-14,32.41833333333333,1.3514739775672515,1.754402871629928,0.0938155223091658,0.06438033700232128,0.7546215167717835,-0.5000000000000004,0.8660254037844384,0.07158487656631768,-0.5740428033581556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
321,2016-12-15,32.212916666666665,1.4018093179642301,1.862114608573407,0.15657453357037687,-0.09729375504543063,0.7141811309573813,-0.5000000000000004,0.8660254037844384,0.06196528788561891,-0.5740428033581556,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
322,2016-12-16,31.88291666666667,1.0728790604783887,1.6965427039039327,0.1337908866250329,-0.14347964068418162,0.6955665116805289,-0.5000000000000004,0.8660254037844384,0.05234569920492088,-0.5740428033581556,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
